PassengerId,Survived,Title,First_Name,Last_Name,Sex,Age,Binned_Age,SibSp,Parch,Ticket,Pclass,Embarked,HasCabin,Fare,Binned_Fare
259,1,Miss,Anna,Ward,female,35.0,Young Adult,0,0,PC 17755,1,C,0,512.3292,very high
260,1,Mrs,Lutie Davis,Parrish,female,50.0,Adult,0,1,230433,2,S,0,26.0,high
261,0,Mr,Thomas,Smith,male,28.0,Young Adult,0,0,384461,3,Q,0,7.75,low
262,1,Master,Edvin Rojj Felix,Asplund,male,3.0,Child,4,2,347077,3,S,0,31.3875,very high
263,0,Mr,Emil,Taussig,male,52.0,Middle Aged,1,1,110413,1,S,1,79.65,very high
264,0,Mr,William,Harrison,male,40.0,Adult,0,0,112059,1,S,1,14.4542,medium
265,0,Miss,Delia,Henry,female,28.0,Young Adult,0,0,382649,3,Q,0,7.75,low
266,0,Mr,David,Reeves,male,36.0,Adult,0,0,CA 17248,2,S,0,10.5,medium
267,0,Mr,Ernesti Arvid,Panula,male,16.0,Teenager,4,1,3101295,3,S,0,39.6875,very high
268,1,Mr,Ernst Ulrik,Persson,male,25.0,Young Adult,1,0,347083,3,S,0,7.775,low
269,1,Mrs,Edith Junkins,Graham,female,58.0,Middle Aged,0,1,PC 17582,1,S,1,153.4625,very high
270,1,Miss,Amelia,Bissette,female,35.0,Young Adult,0,0,PC 17760,1,S,1,135.6333,very high
271,0,Mr,Alexander,Cairns,male,28.0,Young Adult,0,0,113798,1,S,0,31.0,high
272,1,Mr,William Henry,Tornquist,male,25.0,Young Adult,0,0,LINE,3,S,0,14.4542,medium
273,1,Mrs,Elizabeth Anne Maidment,Mellinger,female,41.0,Adult,0,1,250644,2,S,0,19.5,high
274,0,Mr,Charles H,Natsch,male,37.0,Adult,0,1,PC 17596,1,C,1,29.7,high
275,1,Miss,"Hanora ""Nora""",Healy,female,28.0,Young Adult,0,0,370375,3,Q,0,7.75,low
276,1,Miss,Kornelia Theodosia,Andrews,female,63.0,Senior,1,0,13502,1,S,1,77.9583,very high
277,0,Miss,Augusta Charlotta,Lindblom,female,45.0,Adult,0,0,347073,3,S,0,7.75,low
278,0,Mr,"Francis ""Frank""",Parkes,male,28.0,Young Adult,0,0,239853,2,S,0,14.4542,medium
279,0,Master,Eric,Rice,male,7.0,Child,4,1,382652,3,Q,0,29.125,high
280,1,Mrs,Rosa Hunt,Abbott,female,35.0,Young Adult,1,1,CA 2673,3,S,0,20.25,high
281,0,Mr,Frank,Duane,male,65.0,Senior,0,0,336439,3,Q,0,7.75,low
282,0,Mr,Nils Johan Goransson,Olsson,male,28.0,Young Adult,0,0,347464,3,S,0,7.8542,low
283,0,Mr,Alfons,de Pelsmaeker,male,16.0,Teenager,0,0,345778,3,S,0,9.5,medium
284,1,Mr,Edward Arthur,Dorking,male,19.0,Teenager,0,0,A/5 10482,3,S,0,8.05,medium
285,0,Mr,Richard William,Smith,male,28.0,Young Adult,0,0,113056,1,S,1,26.0,high
286,0,Mr,Ivan,Stankovic,male,33.0,Young Adult,0,0,349239,3,C,0,8.6625,medium
287,1,Mr,Theodore,de Mulder,male,30.0,Young Adult,0,0,345774,3,S,0,9.5,medium
288,0,Mr,Penko,Naidenoff,male,22.0,Young Adult,0,0,349206,3,S,0,7.8958,low
289,1,Mr,Masabumi,Hosono,male,42.0,Adult,0,0,237798,2,S,0,13.0,medium
290,1,Miss,Kate,Connolly,female,22.0,Young Adult,0,0,370373,3,Q,0,7.75,low
291,1,Miss,"Ellen ""Nellie""",Barber,female,26.0,Young Adult,0,0,19877,1,S,0,78.85,very high
292,1,Mrs,Helen Walton,Bishop,female,19.0,Teenager,1,0,11967,1,C,1,91.0792,very high
293,0,Mr,Rene Jacques,Levy,male,36.0,Adult,0,0,SC/Paris 2163,2,C,1,12.875,medium
294,0,Miss,Aloisia,Haas,female,24.0,Young Adult,0,0,349236,3,S,0,8.85,medium
295,0,Mr,Ivan,Mineff,male,24.0,Young Adult,0,0,349233,3,S,0,7.8958,low
296,0,Mr,Ervin G,Lewy,male,28.0,Young Adult,0,0,PC 17612,1,C,0,27.7208,high
297,0,Mr,Mansour,Hanna,male,23.5,Young Adult,0,0,2693,3,C,0,7.2292,low
298,0,Miss,Helen Loraine,Allison,female,2.0,Infant,1,2,113781,1,S,1,151.55,very high
299,1,Mr,Adolphe,Saalfeld,male,28.0,Young Adult,0,0,19988,1,S,1,30.5,high
300,1,Mrs,Helene DeLaudeniere Chaput,Baxter,female,50.0,Adult,0,1,PC 17558,1,C,1,247.5208,very high
301,1,Miss,"Anna Katherine ""Annie Kate""",Kelly,female,28.0,Young Adult,0,0,9234,3,Q,0,7.75,low
302,1,Mr,Bernard,McCoy,male,28.0,Young Adult,2,0,367226,3,Q,0,23.25,high
303,0,Mr,William Cahoone Jr,Johnson,male,19.0,Teenager,0,0,LINE,3,S,0,14.4542,medium
304,1,Miss,Nora A,Keane,female,28.0,Young Adult,0,0,226593,2,Q,1,12.35,medium
305,0,Mr,"Howard Hugh ""Harry""",Williams,male,28.0,Young Adult,0,0,A/5 2466,3,S,0,8.05,medium
306,1,Master,Hudson Trevor,Allison,male,0.92,Infant,1,2,113781,1,S,1,151.55,very high
307,1,Miss,Margaret,Fleming,female,28.0,Young Adult,0,0,17421,1,C,0,110.8833,very high
308,1,Mrs,Maria Josefa Perez de Soto y Vallejo,Penasco y Castellana,female,17.0,Teenager,1,0,PC 17758,1,C,1,108.9,very high
309,0,Mr,Samuel,Abelson,male,30.0,Young Adult,1,0,P/PP 3381,2,C,0,24.0,high
310,1,Miss,Laura Mabel,Francatelli,female,30.0,Young Adult,0,0,PC 17485,1,C,1,56.9292,very high
311,1,Miss,Margaret Bechstein,Hays,female,24.0,Young Adult,0,0,11767,1,C,1,83.1583,very high
312,1,Miss,Emily Borie,Ryerson,female,18.0,Teenager,2,2,PC 17608,1,C,1,262.375,very high
313,0,Mrs,Anna Sylfven,Lahtinen,female,26.0,Young Adult,1,1,250651,2,S,0,26.0,high
314,0,Mr,Ignjac,Hendekovic,male,28.0,Young Adult,0,0,349243,3,S,0,7.8958,low
315,0,Mr,Benjamin,Hart,male,43.0,Adult,1,1,FCC 13529,2,S,0,26.25,high
316,1,Miss,Helmina Josefina,Nilsson,female,26.0,Young Adult,0,0,347470,3,S,0,7.8542,low
317,1,Mrs,Miriam Sternin,Kantor,female,24.0,Young Adult,1,0,244367,2,S,0,26.0,high
318,0,Dr,Ernest,Moraweck,male,54.0,Middle Aged,0,0,29011,2,S,0,14.0,medium
319,1,Miss,Mary Natalie,Wick,female,31.0,Young Adult,0,2,36928,1,S,1,164.8667,very high
320,1,Mrs,Margaretta Corning Stone,Spedden,female,40.0,Adult,1,1,16966,1,C,1,134.5,very high
321,0,Mr,Samuel,Dennis,male,22.0,Young Adult,0,0,A/5 21172,3,S,0,7.25,low
322,0,Mr,Yoto,Danoff,male,27.0,Young Adult,0,0,349219,3,S,0,7.8958,low
323,1,Miss,Hilda Mary,Slayter,female,30.0,Young Adult,0,0,234818,2,Q,0,12.35,medium
324,1,Mrs,Sylvia Mae Harbaugh,Caldwell,female,22.0,Young Adult,1,1,248738,2,S,0,29.0,high
325,0,Mr,George John Jr,Sage,male,28.0,Young Adult,8,2,CA 2343,3,S,0,69.55,very high
326,1,Miss,Marie Grice,Young,female,36.0,Adult,0,0,PC 17760,1,C,1,135.6333,very high
327,0,Mr,Johan Hansen,Nysveen,male,61.0,Senior,0,0,345364,3,S,0,6.2375,low
328,1,Mrs,Ada E Hall,Ball,female,36.0,Adult,0,0,28551,2,S,1,13.0,medium
329,1,Mrs,Emily Alice Brown,Goldsmith,female,31.0,Young Adult,1,1,363291,3,S,0,20.525,high
330,1,Miss,Jean Gertrude,Hippach,female,16.0,Teenager,0,1,111361,1,C,1,57.9792,very high
331,1,Miss,Agnes,McCoy,female,28.0,Young Adult,2,0,367226,3,Q,0,23.25,high
332,0,Mr,Austen,Partner,male,45.5,Adult,0,0,113043,1,S,1,28.5,high
333,0,Mr,George Edward,Graham,male,38.0,Adult,0,1,PC 17582,1,S,1,153.4625,very high
334,0,Mr,Leo Edmondus,Vander Planke,male,16.0,Teenager,2,0,345764,3,S,0,18.0,high
335,1,Mrs,Clara Heinsheimer,Frauenthal,female,28.0,Young Adult,1,0,PC 17611,1,S,0,133.65,very high
336,0,Mr,Mitto,Denkoff,male,28.0,Young Adult,0,0,349225,3,S,0,7.8958,low
337,0,Mr,Thomas Clinton,Pears,male,29.0,Young Adult,1,0,113776,1,S,1,66.6,very high
338,1,Miss,Elizabeth Margaret,Burns,female,41.0,Adult,0,0,16966,1,C,1,134.5,very high
339,1,Mr,Karl Edwart,Dahl,male,45.0,Adult,0,0,7598,3,S,0,8.05,medium
340,0,Mr,Stephen Weart,Blackwell,male,45.0,Adult,0,0,113784,1,S,1,35.5,very high
341,1,Master,Edmond Roger,Navratil,male,2.0,Infant,1,1,230080,2,S,1,26.0,high
342,1,Miss,Alice Elizabeth,Fortune,female,24.0,Young Adult,3,2,19950,1,S,1,263.0,very high
343,0,Mr,Erik Gustaf,Collander,male,28.0,Young Adult,0,0,248740,2,S,0,13.0,medium
344,0,Mr,Charles Frederick Waddington,Sedgwick,male,25.0,Young Adult,0,0,244361,2,S,0,13.0,medium
345,0,Mr,Stanley Hubert,Fox,male,36.0,Adult,0,0,229236,2,S,0,13.0,medium
346,1,Miss,"Amelia ""Mildred""",Brown,female,24.0,Young Adult,0,0,248733,2,S,1,13.0,medium
347,1,Miss,Marion Elsie,Smith,female,40.0,Adult,0,0,31418,2,S,0,13.0,medium
348,1,Mrs,Mary E Finck,Davison,female,28.0,Young Adult,1,0,386525,3,S,0,16.1,high
349,1,Master,"William Loch ""William""",Coutts,male,3.0,Child,1,1,CA 37671,3,S,0,15.9,high
350,0,Mr,Jovan,Dimic,male,42.0,Adult,0,0,315088,3,S,0,8.6625,medium
351,0,Mr,Nils Martin,Odahl,male,23.0,Young Adult,0,0,7267,3,S,0,9.225,medium
352,0,Mr,Fletcher Fellows,Williams-Lambert,male,28.0,Young Adult,0,0,113510,1,S,1,35.0,very high
353,0,Mr,Tannous,Elias,male,15.0,Teenager,1,1,2695,3,C,0,7.2292,low
354,0,Mr,Josef,Arnold-Franchi,male,25.0,Young Adult,1,0,349237,3,S,0,17.8,high
355,0,Mr,Wazli,Yousif,male,28.0,Young Adult,0,0,2647,3,C,0,7.225,low
356,0,Mr,Leo Peter,Vanden Steen,male,28.0,Young Adult,0,0,345783,3,S,0,9.5,medium
357,1,Miss,Elsie Edith,Bowerman,female,22.0,Young Adult,0,1,113505,1,S,1,55.0,very high
358,0,Miss,Annie Clemmer,Funk,female,38.0,Adult,0,0,237671,2,S,0,13.0,medium
359,1,Miss,Mary,McGovern,female,28.0,Young Adult,0,0,330931,3,Q,0,7.8792,low
360,1,Miss,"Helen Mary ""Ellie""",Mockler,female,28.0,Young Adult,0,0,330980,3,Q,0,7.8792,low
361,0,Mr,Wilhelm,Skoog,male,40.0,Adult,1,4,347088,3,S,0,27.9,high
362,0,Mr,Sebastiano,del Carlo,male,29.0,Young Adult,1,0,SC/PARIS 2167,2,C,0,27.7208,high
363,0,Mrs,Catherine David,Barbara,female,45.0,Adult,0,1,2691,3,C,0,14.4542,medium
364,0,Mr,Adola,Asim,male,35.0,Young Adult,0,0,SOTON/OQ 3101310,3,S,0,7.05,low
365,0,Mr,Thomas,O'Brien,male,28.0,Young Adult,1,0,370365,3,Q,0,15.5,high
366,0,Mr,Mauritz Nils Martin,Adahl,male,30.0,Young Adult,0,0,C 7076,3,S,0,7.25,low
367,1,Mrs,Anna Sophia Atkinson,Warren,female,60.0,Middle Aged,1,0,110813,1,C,1,75.25,very high
368,1,Mrs,Mantoura Boulos,Moussa,female,28.0,Young Adult,0,0,2626,3,C,0,7.2292,low
369,1,Miss,Annie,Jermyn,female,28.0,Young Adult,0,0,14313,3,Q,0,7.75,low
370,1,Mme,,Aubart,female,24.0,Young Adult,0,0,PC 17477,1,C,1,69.3,very high
371,1,Mr,George Achilles,Harder,male,25.0,Young Adult,1,0,11765,1,C,1,55.4417,very high
372,0,Mr,Jakob Alfred,Wiklund,male,18.0,Teenager,1,0,3101267,3,S,0,6.4958,low
373,0,Mr,William Thomas,Beavan,male,19.0,Teenager,0,0,323951,3,S,0,8.05,medium
374,0,Mr,Sante,Ringhini,male,22.0,Young Adult,0,0,PC 17760,1,C,0,135.6333,very high
375,0,Miss,Stina Viola,Palsson,female,3.0,Child,3,1,349909,3,S,0,21.075,high
376,1,Mrs,Leila Saks,Meyer,female,28.0,Young Adult,1,0,PC 17604,1,C,0,82.1708,very high
377,1,Miss,Aurora Adelia,Landergren,female,22.0,Young Adult,0,0,C 7077,3,S,0,7.25,low
378,0,Mr,Harry Elkins,Widener,male,27.0,Young Adult,0,2,113503,1,C,1,211.5,very high
379,0,Mr,Tannous,Betros,male,20.0,Young Adult,0,0,2648,3,C,0,4.0125,low
380,0,Mr,Karl Gideon,Gustafsson,male,19.0,Teenager,0,0,347069,3,S,0,7.775,low
381,1,Miss,Rosalie,Bidois,female,42.0,Adult,0,0,PC 17757,1,C,0,227.525,very high
382,1,Miss,"Maria (""Mary"")",Nakid,female,1.0,Infant,0,2,2653,3,C,0,15.7417,high
383,0,Mr,Juho,Tikkanen,male,32.0,Young Adult,0,0,STON/O 2 3101293,3,S,0,7.925,low
384,1,Mrs,Mary Aline Towner,Holverson,female,35.0,Young Adult,1,0,113789,1,S,0,52.0,very high
385,0,Mr,Vasil,Plotcharsky,male,28.0,Young Adult,0,0,349227,3,S,0,7.8958,low
386,0,Mr,Charles Henry,Davies,male,18.0,Teenager,0,0,SOC 14879,2,S,0,73.5,very high
387,0,Master,Sidney Leonard,Goodwin,male,1.0,Infant,5,2,CA 2144,3,S,0,46.9,very high
388,1,Miss,Kate,Buss,female,36.0,Adult,0,0,27849,2,S,0,13.0,medium
389,0,Mr,Matthew,Sadlier,male,28.0,Young Adult,0,0,367655,3,Q,0,7.7292,low
390,1,Miss,Bertha,Lehmann,female,17.0,Teenager,0,0,SC 1748,2,C,0,12.0,medium
391,1,Mr,William Ernest,Carter,male,36.0,Adult,1,2,113760,1,S,1,120.0,very high
392,1,Mr,Carl Olof,Jansson,male,21.0,Young Adult,0,0,350034,3,S,0,7.7958,low
393,0,Mr,Johan Birger,Gustafsson,male,28.0,Young Adult,2,0,3101277,3,S,0,7.925,low
394,1,Miss,Marjorie,Newell,female,23.0,Young Adult,1,0,35273,1,C,1,113.275,very high
395,1,Mrs,Agnes Charlotta Bengtsson,Sandstrom,female,24.0,Young Adult,0,2,PP 9549,3,S,1,16.7,high
396,0,Mr,Erik,Johansson,male,22.0,Young Adult,0,0,350052,3,S,0,7.7958,low
397,0,Miss,Elina,Olsson,female,31.0,Young Adult,0,0,350407,3,S,0,7.8542,low
398,0,Mr,Peter David,McKane,male,46.0,Adult,0,0,28403,2,S,0,26.0,high
399,0,Dr,Alfred,Pain,male,23.0,Young Adult,0,0,244278,2,S,0,10.5,medium
400,1,Mrs,Jessie L,Trout,female,28.0,Young Adult,0,0,240929,2,S,0,12.65,medium
401,1,Mr,Juha,Niskanen,male,39.0,Adult,0,0,STON/O 2 3101289,3,S,0,7.925,low
402,0,Mr,John,Adams,male,26.0,Young Adult,0,0,341826,3,S,0,8.05,medium
403,0,Miss,Mari Aina,Jussila,female,21.0,Young Adult,1,0,4137,3,S,0,9.825,medium
404,0,Mr,Pekka Pietari,Hakkarainen,male,28.0,Young Adult,1,0,STON/O2 3101279,3,S,0,15.85,high
405,0,Miss,Marija,Oreskovic,female,20.0,Young Adult,0,0,315096,3,S,0,8.6625,medium
406,0,Mr,Shadrach,Gale,male,34.0,Young Adult,1,0,28664,2,S,0,21.0,high
407,0,Mr,Carl/Charles Peter,Widegren,male,51.0,Middle Aged,0,0,347064,3,S,0,7.75,low
408,1,Master,William Rowe,Richards,male,3.0,Child,1,1,29106,2,S,0,18.75,high
409,0,Mr,Hans Martin Monsen,Birkeland,male,21.0,Young Adult,0,0,312992,3,S,0,7.775,low
410,0,Miss,Ida,Lefebre,female,28.0,Young Adult,3,1,4133,3,S,0,25.4667,high
411,0,Mr,Todor,Sdycoff,male,28.0,Young Adult,0,0,349222,3,S,0,7.8958,low
412,0,Mr,Henry,Hart,male,28.0,Young Adult,0,0,394140,3,Q,0,6.8583,low
413,1,Miss,Daisy E,Minahan,female,33.0,Young Adult,1,0,19928,1,Q,1,90.0,very high
414,0,Mr,Alfred Fleming,Cunningham,male,28.0,Young Adult,0,0,239853,2,S,0,14.4542,medium
415,1,Mr,Johan Julian,Sundman,male,44.0,Adult,0,0,STON/O 2 3101269,3,S,0,7.925,low
416,0,Mrs,Annie Louise Rowley,Meek,female,28.0,Young Adult,0,0,343095,3,S,0,8.05,medium
417,1,Mrs,Lulu Thorne Christian,Drew,female,34.0,Young Adult,1,1,28220,2,S,0,32.5,very high
418,1,Miss,Lyyli Karoliina,Silven,female,18.0,Teenager,0,2,250652,2,S,0,13.0,medium
419,0,Mr,William John,Matthews,male,30.0,Young Adult,0,0,28228,2,S,0,13.0,medium
420,0,Miss,Catharina,Van Impe,female,10.0,Child,0,2,345773,3,S,0,24.15,high
421,0,Mr,Stanio,Gheorgheff,male,28.0,Young Adult,0,0,349254,3,C,0,7.8958,low
422,0,Mr,David,Charters,male,21.0,Young Adult,0,0,A/5 13032,3,Q,0,7.7333,low
423,0,Mr,Leo,Zimmerman,male,29.0,Young Adult,0,0,315082,3,S,0,7.875,low
424,0,Mrs,Anna Sigrid Maria Brogren,Danbom,female,28.0,Young Adult,1,1,347080,3,S,0,14.4,medium
425,0,Mr,Viktor Richard,Rosblom,male,18.0,Teenager,1,1,370129,3,S,0,20.2125,high
426,0,Mr,Phillippe,Wiseman,male,28.0,Young Adult,0,0,A/4 34244,3,S,0,7.25,low
427,1,Mrs,Ada Maria Winfield,Clarke,female,28.0,Young Adult,1,0,2003,2,S,0,26.0,high
428,1,Miss,"Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Phillips,female,19.0,Teenager,0,0,250655,2,S,0,26.0,high
429,0,Mr,James,Flynn,male,28.0,Young Adult,0,0,364851,3,Q,0,7.75,low
430,1,Mr,Berk (Berk Trembisky),Pickard,male,32.0,Young Adult,0,0,SOTON/OQ 392078,3,S,1,8.05,medium
431,1,Mr,Mauritz Hakan,Bjornstrom-Steffansson,male,28.0,Young Adult,0,0,110564,1,S,1,26.55,high
432,1,Mrs,Florence Kate White,Thorneycroft,female,28.0,Young Adult,1,0,376564,3,S,0,16.1,high
433,1,Mrs,Alice Adelaide Slow,Louch,female,42.0,Adult,1,0,SC/AH 3085,2,S,0,26.0,high
434,0,Mr,Nikolai Erland,Kallio,male,17.0,Teenager,0,0,STON/O 2 3101274,3,S,0,7.125,low
435,0,Mr,William Baird,Silvey,male,50.0,Adult,1,0,13507,1,S,1,55.9,very high
436,1,Miss,Lucile Polk,Carter,female,14.0,Teenager,1,2,113760,1,S,1,120.0,very high
437,0,Miss,"Doolina Margaret ""Daisy""",Ford,female,21.0,Young Adult,2,2,W/C 6608,3,S,0,34.375,very high
438,1,Mrs,Emily Hocking,Richards,female,24.0,Young Adult,2,3,29106,2,S,0,18.75,high
439,0,Mr,Mark,Fortune,male,64.0,Senior,1,4,19950,1,S,1,263.0,very high
440,0,Mr,Johan Henrik Johannesson,Kvillner,male,31.0,Young Adult,0,0,CA 18723,2,S,0,10.5,medium
441,1,Mrs,Esther Ada Bloomfield,Hart,female,45.0,Adult,1,1,FCC 13529,2,S,0,26.25,high
442,0,Mr,Leon,Hampe,male,20.0,Young Adult,0,0,345769,3,S,0,9.5,medium
443,0,Mr,Johan Emil,Petterson,male,25.0,Young Adult,1,0,347076,3,S,0,7.775,low
444,1,Ms,Encarnacion,Reynaldo,female,28.0,Young Adult,0,0,230434,2,S,0,13.0,medium
445,1,Mr,Bernt,Johannesen-Bratthammer,male,28.0,Young Adult,0,0,65306,3,S,0,8.1125,medium
446,1,Master,Washington,Dodge,male,4.0,Child,0,2,33638,1,S,1,81.8583,very high
447,1,Miss,Madeleine Violet,Mellinger,female,13.0,Teenager,0,1,250644,2,S,0,19.5,high
448,1,Mr,Frederic Kimber,Seward,male,34.0,Young Adult,0,0,113794,1,S,0,26.55,high
449,1,Miss,Marie Catherine,Baclini,female,5.0,Child,2,1,2666,3,C,0,19.2583,high
450,1,Major,Arthur Godfrey,Peuchen,male,52.0,Middle Aged,0,0,113786,1,S,1,30.5,high
451,0,Mr,Edwy Arthur,West,male,36.0,Adult,1,2,CA 34651,2,S,0,27.75,high
452,0,Mr,Ingvald Olai Olsen,Hagland,male,28.0,Young Adult,1,0,65303,3,S,0,19.9667,high
453,0,Mr,Benjamin Laventall,Foreman,male,30.0,Young Adult,0,0,113051,1,C,1,27.75,high
454,1,Mr,Samuel L,Goldenberg,male,49.0,Adult,1,0,17453,1,C,1,89.1042,very high
455,0,Mr,Joseph,Peduzzi,male,28.0,Young Adult,0,0,A/5 2817,3,S,0,8.05,medium
456,1,Mr,Ivan,Jalsevac,male,29.0,Young Adult,0,0,349240,3,C,0,7.8958,low
457,0,Mr,Francis Davis,Millet,male,65.0,Senior,0,0,13509,1,S,1,26.55,high
458,1,Mrs,Marion,Kenyon,female,28.0,Young Adult,1,0,17464,1,S,1,51.8625,very high
459,1,Miss,Ellen,Toomey,female,50.0,Adult,0,0,FCC 13531,2,S,0,10.5,medium
460,0,Mr,Maurice,O'Connor,male,28.0,Young Adult,0,0,371060,3,Q,0,7.75,low
461,1,Mr,Harry,Anderson,male,48.0,Adult,0,0,19952,1,S,1,26.55,high
462,0,Mr,William,Morley,male,34.0,Young Adult,0,0,364506,3,S,0,8.05,medium
463,0,Mr,Arthur H,Gee,male,47.0,Adult,0,0,111320,1,S,1,38.5,very high
464,0,Mr,Jacob Christian,Milling,male,48.0,Adult,0,0,234360,2,S,0,13.0,medium
465,0,Mr,Simon,Maisner,male,28.0,Young Adult,0,0,A/S 2816,3,S,0,8.05,medium
466,0,Mr,Manuel Estanslas,Goncalves,male,38.0,Adult,0,0,SOTON/OQ 3101306,3,S,0,7.05,low
467,0,Mr,William,Campbell,male,28.0,Young Adult,0,0,239853,2,S,0,14.4542,medium
468,0,Mr,John Montgomery,Smart,male,56.0,Middle Aged,0,0,113792,1,S,0,26.55,high
469,0,Mr,James,Scanlan,male,28.0,Young Adult,0,0,36209,3,Q,0,7.725,low
470,1,Miss,Helene Barbara,Baclini,female,0.75,Infant,2,1,2666,3,C,0,19.2583,high
471,0,Mr,Arthur,Keefe,male,28.0,Young Adult,0,0,323592,3,S,0,7.25,low
472,0,Mr,Luka,Cacic,male,38.0,Adult,0,0,315089,3,S,0,8.6625,medium
473,1,Mrs,Ada Mary Worth,West,female,33.0,Young Adult,1,2,CA 34651,2,S,0,27.75,high
474,1,Mrs,Marie Marthe Thuillard,Jerwan,female,23.0,Young Adult,0,0,SC/AH Basle 541,2,C,1,13.7917,medium
475,0,Miss,Ida Sofia,Strandberg,female,22.0,Young Adult,0,0,7553,3,S,0,9.8375,medium
476,0,Mr,George Quincy,Clifford,male,28.0,Young Adult,0,0,110465,1,S,1,52.0,very high
477,0,Mr,Peter Henry,Renouf,male,34.0,Young Adult,1,0,31027,2,S,0,21.0,high
478,0,Mr,Lewis Richard,Braund,male,29.0,Young Adult,1,0,3460,3,S,0,7.0458,low
479,0,Mr,Nils August,Karlsson,male,22.0,Young Adult,0,0,350060,3,S,0,7.5208,low
480,1,Miss,Hildur E,Hirvonen,female,2.0,Infant,0,1,3101298,3,S,0,12.2875,medium
481,0,Master,Harold Victor,Goodwin,male,9.0,Child,5,2,CA 2144,3,S,0,46.9,very high
482,0,Mr,"Anthony Wood ""Archie""",Frost,male,28.0,Young Adult,0,0,239854,2,S,0,14.4542,medium
483,0,Mr,Richard Henry,Rouse,male,50.0,Adult,0,0,A/5 3594,3,S,0,8.05,medium
484,1,Mrs,Hedwig,Turkula,female,63.0,Senior,0,0,4134,3,S,0,9.5875,medium
485,1,Mr,Dickinson H,Bishop,male,25.0,Young Adult,1,0,11967,1,C,1,91.0792,very high
486,0,Miss,Jeannie,Lefebre,female,28.0,Young Adult,3,1,4133,3,S,0,25.4667,high
487,1,Mrs,Jane Anne Forby,Hoyt,female,35.0,Young Adult,1,0,19943,1,S,1,90.0,very high
488,0,Mr,Edward Austin,Kent,male,58.0,Middle Aged,0,0,11771,1,C,1,29.7,high
489,0,Mr,Francis William,Somerton,male,30.0,Young Adult,0,0,A5 18509,3,S,0,8.05,medium
490,1,Master,"Eden Leslie ""Neville""",Coutts,male,9.0,Child,1,1,CA 37671,3,S,0,15.9,high
491,0,Mr,Konrad Mathias Reiersen,Hagland,male,28.0,Young Adult,1,0,65304,3,S,0,19.9667,high
492,0,Mr,Einar,Windelov,male,21.0,Young Adult,0,0,SOTON/OQ 3101317,3,S,0,7.25,low
493,0,Mr,Harry Markland,Molson,male,55.0,Middle Aged,0,0,113787,1,S,1,30.5,high
494,0,Mr,Ramon,Artagaveytia,male,71.0,Senior,0,0,PC 17609,1,C,0,49.5042,very high
495,0,Mr,Edward Roland,Stanley,male,21.0,Young Adult,0,0,A/4 45380,3,S,0,8.05,medium
496,0,Mr,Gerious,Yousseff,male,28.0,Young Adult,0,0,2627,3,C,0,14.4583,high
497,1,Miss,Elizabeth Mussey,Eustis,female,54.0,Middle Aged,1,0,36947,1,C,1,78.2667,very high
498,0,Mr,Frederick William,Shellard,male,28.0,Young Adult,0,0,CA 6212,3,S,0,15.1,high
499,0,Mrs,Bessie Waldo Daniels,Allison,female,25.0,Young Adult,1,2,113781,1,S,1,151.55,very high
500,0,Mr,Olof,Svensson,male,24.0,Young Adult,0,0,350035,3,S,0,7.7958,low
501,0,Mr,Petar,Calic,male,17.0,Teenager,0,0,315086,3,S,0,8.6625,medium
502,0,Miss,Mary,Canavan,female,21.0,Young Adult,0,0,364846,3,Q,0,7.75,low
503,0,Miss,Bridget Mary,O'Sullivan,female,28.0,Young Adult,0,0,330909,3,Q,0,7.6292,low
504,0,Miss,Kristina Sofia,Laitinen,female,37.0,Adult,0,0,4135,3,S,0,9.5875,medium
505,1,Miss,Roberta,Maioni,female,16.0,Teenager,0,0,110152,1,S,1,86.5,very high
506,0,Mr,Victor de Satode,Penasco y Castellana,male,18.0,Teenager,1,0,PC 17758,1,C,1,108.9,very high
507,1,Mrs,Jane Richards,Quick,female,33.0,Young Adult,0,2,26360,2,S,0,26.0,high
508,1,Mr,"George (""George Arthur Brayton"")",Bradley,male,28.0,Young Adult,0,0,111427,1,S,0,26.55,high
509,0,Mr,Henry Margido,Olsen,male,28.0,Young Adult,0,0,C 4001,3,S,0,22.525,high
510,1,Mr,Fang,Lang,male,26.0,Young Adult,0,0,1601,3,S,0,56.4958,very high
511,1,Mr,Eugene Patrick,Daly,male,29.0,Young Adult,0,0,382651,3,Q,0,7.75,low
512,0,Mr,James,Webber,male,28.0,Young Adult,0,0,SOTON/OQ 3101316,3,S,0,8.05,medium
513,1,Mr,James Robert,McGough,male,36.0,Adult,0,0,PC 17473,1,S,1,26.2875,high
514,1,Mrs,Elizabeth L. Barrett,Rothschild,female,54.0,Middle Aged,1,0,PC 17603,1,C,0,59.4,very high
515,0,Mr,Satio,Coleff,male,24.0,Young Adult,0,0,349209,3,S,0,7.4958,low
516,0,Mr,William Anderson,Walker,male,47.0,Adult,0,0,36967,1,S,1,34.0208,very high
517,1,Mrs,Amelia Milley,Lemore,female,34.0,Young Adult,0,0,CA 34260,2,S,1,10.5,medium
518,0,Mr,Patrick,Ryan,male,28.0,Young Adult,0,0,371110,3,Q,0,24.15,high
